,Alloy composition,,,,,,,,,,,,,,Heat Treatment,,,,,,Microstructure and Phases,,Allot Discription ,,
Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,"The alloy Al0.5NbTaTiV , is having 5 elemental composition and without heat treatment it is showing BCC microstructure and BCC_SS Phases",,References
NbTaTi30Zr,0,0,0,0,0,0,0,0.303030303,0,0.303030303,0,0.090909091,0,0.303030303,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
NbTaTi35Zr,0,0,0,0,0,0,0,0.298507463,0,0.298507463,0,0.104477612,0,0.298507463,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
NbTaTi40Zr,0,0,0,0,0,0,0,0.294117647,0,0.294117647,0,0.117647059,0,0.294117647,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
NbTaTi45Zr,0,0,0,0,0,0,0,0.289855072,0,0.289855072,0,0.130434783,0,0.289855072,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
CrMoNbTiW,0,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,1400,8,,,,,BCC + Im,Im,,,10.1007/s11837-019-03432-9
CrMoNbTaVW,0,0,0.166666667,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0.166666667,1500,10,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2018.11.318
CrMoNbTaVW,0,0,0.166666667,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0.166666667,1600,10,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2018.11.318
CrMoNbTaVW,0,0,0.166666667,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0.166666667,1700,10,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2018.11.318
AlCoCuFeNi,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.118
AlCoCuFeNi,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,900,600,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2018.11.118
AlCoCuFeNi,0.2,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,1000,600,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2018.11.118
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.matchemphys.2019.121841
NbTiVZr,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,1200,1440,,,AQ,,BCC,BCC_SS,,,10.1179/1743284715Y.0000000032
AlNbTiVZr,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,,,1200,1440,,,BCC,BCC_SS,,,10.1016/j.msea.2017.08.019
AlNbTiVZr0.1,0.243902439,0,0,0,0,0,0,0.243902439,0.243902439,0.243902439,0,0.024390244,0,0,,,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2017.08.019
AlNbTiVZr0.25,0.235294118,0,0,0,0,0,0,0.235294118,0.235294118,0.235294118,0,0.058823529,0,0,,,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2017.08.019
AlNbTiVZr0.5,0.222222222,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0,0.111111111,0,0,,,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2017.08.019
AlNbTiVZr,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,,,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2017.08.019
AlNbTiVZr1.5,0.181818182,0,0,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0.272727273,0,0,,,1200,1440,,,BCC + Im,Im,,,10.1016/j.msea.2017.08.019
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2013.06.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1100,360,,,WQ,,FCC,FCC_SS,,,10.1016/j.msea.2017.02.043
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1100,360,,,WQ,,FCC,FCC_SS,,,10.1016/j.msea.2017.02.043
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,900,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2016.07.038
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.jallcom.2013.12.210
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1440,,,,,FCC,FCC_SS,,,10.1016/j.jallcom.2013.12.210
CoCrFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.jallcom.2013.12.210
CoCrFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1440,,,,,FCC,FCC_SS,,,10.1016/j.jallcom.2013.12.210
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,120,1200,120,,CW,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,,,1300,240,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ti35Zr27.5Hf27.5Nb5Ta5,0,0,0,0,0,0,0,0.35,0,0.05,0,0.275,0.275,0.05,800,30,900,30,,,BCC,BCC_SS,,,0.98
Ta0.6ZrHfTi,0,0,0,0,0,0,0,0.277777778,0,0,0,0.277777778,0.277777778,0.166666667,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ta0.5ZrHfTi,0,0,0,0,0,0,0,0.285714286,0,0,0,0.285714286,0.285714286,0.142857143,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ta0.4ZrHfTi,0,0,0,0,0,0,0,0.294117647,0,0,0,0.294117647,0.294117647,0.117647059,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ti40Zr25Nb25Ta10,0,0,0,0,0,0,0,0.4,0,0.25,0,0.25,0,0.1,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ti45Zr25Nb25Ta5,0,0,0,0,0,0,0,0.45,0,0.25,0,0.25,0,0.05,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ti35Zr25Nb25Ta15,0,0,0,0,0,0,0,0.35,0,0.25,0,0.25,0,0.15,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ti30Zr25Nb25Ta20,0,0,0,0,0,0,0,0.3,0,0.25,0,0.25,0,0.2,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
Ti25Zr25Nb25Ta25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,,,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.11.054
MoNbTaTiV,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,1500,10,,,,,BCC,BCC_SS,,,0.1016/j.jmst.2019.07.013
MoNbTaTiV,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,1600,10,,,,,BCC,BCC_SS,,,0.1016/j.jmst.2019.07.013
MoNbTaTiV,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.2,1700,10,,,,,BCC + Im,Im,,,0.1016/j.jmst.2019.07.013
AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2013.12.048
AlCoCrFeNiV0.2,0.192307692,0.192307692,0.192307692,0.192307692,0.192307692,0,0,0,0.038461538,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2013.12.048
AlCoCrFeNiV0.5,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0.090909091,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2013.12.048
AlCoCrFeNiV0.8,0.172413793,0.172413793,0.172413793,0.172413793,0.172413793,0,0,0,0.137931034,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2013.12.048
AlCoCrFeNiV1.0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0.166666667,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2013.12.048
Al2CoCrFeNi,0.047619048,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2019.07.100
Al1.8CoCrFeNiTi0.2,0.3,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.033333333,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2019.07.100
Al1.5CoCrFeNiTi0.5,0.25,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.083333333,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2019.07.100
Al1.2CoCrFeNiTi0.8,0.2,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.133333333,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2019.07.100
AlCoCrFeNiTi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2019.07.100
Al0.8CoCrFeNiTi1.2,0.133333333,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.2,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2019.07.100
HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,,,,,,,BCC,BCC_SS,,,10.1016/j.mtcomm.2018.06.004
Al0.5HfNbTiZr,0.111111111,0,0,0,0,0,0,0.222222222,0,0.222222222,0,0.222222222,0.222222222,0,,,,,,,BCC,BCC_SS,,,10.1016/j.mtcomm.2018.06.004
Al0.75HfNbTiZr,0.157894737,0,0,0,0,0,0,0.210526316,0,0.210526316,0,0.210526316,0.210526316,0,,,,,,,BCC,BCC_SS,,,10.1016/j.mtcomm.2018.06.004
AlHfNbTiZr,0.2,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,,,,,,,BCC,BCC_SS,,,10.1016/j.mtcomm.2018.06.004
Al1.25HfNbTiZr,0.238095238,0,0,0,0,0,0,0.19047619,0,0.19047619,0,0.19047619,0.19047619,0,,,,,,,BCC,BCC_SS,,,10.1016/j.mtcomm.2018.06.004
Al1.5HfNbTiZr,0.272727273,0,0,0,0,0,0,0.181818182,0,0.181818182,0,0.181818182,0.181818182,0,,,,,,,BCC,BCC_SS,,,10.1016/j.mtcomm.2018.06.004
Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2019.152196
Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.jallcom.2019.152196
Al0.5Cr0.9FeNi2.5V0.2,0.098039216,0,0.176470588,0.196078431,0.490196078,0,0,0,0.039215686,0,0,0,0,0,1200,1440,600,60,AQ,,FCC + Im,Im,,,10.1016/j.jallcom.2019.152196
Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,1100,,900,60,AQ,,FCC + BCC + Im,Im,,,10.1016/j.msea.2019.138555
Fe40Mn40Co10Cr10,0,0.1,0.1,0.4,0,0,0.4,0,0,0,0,0,0,0,1200,120,,,WQ,,FCC,FCC_SS,,,10.1016/j.actamat.2015.04.014
FeMnNiCoCr,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2013.06.018
FeMnNiCoCr,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,1000,60,,,FCC,FCC_SS,,,10.1016/j.actamat.2013.06.018
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,120,,,WQ,,FCC,FCC_SS,,,10.1016/j.actamat.2017.07.023
Al5Nb24Ti40V5Zr26,0.000526039,0,0,0,0,0,0,0.420831142,0.052603893,0.252498685,0,0.273540242,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2019.106652
Al5Nb24Ti40V5Zr26,0.000526039,0,0,0,0,0,0,0.420831142,0.052603893,0.252498685,0,0.273540242,0,0,,,800,60,,CD,BCC + Im,Im,,,10.1016/j.intermet.2019.106652
Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1038/nature17981
Fe37Mn45Co9Cr9,0,0.09,0.09,0.37,0,0,0.45,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1038/nature17981
Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,900,5,,,,,FCC,FCC_SS,,,10.1007/s00339-017-1151-7
CoFeNi2V0.5Mo0.2,0,0.212765957,0,0.212765957,0.425531915,0,0,0,0.106382979,0,0.042553191,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.scriptamat.2019.02.038
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,950,6000,,,FCC + Im,Im,,,10.3390/e21020169
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,950,6000,,,FCC + Im,Im,,,10.3390/e21020169
CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,1200,30,,,,,FCC,FCC_SS,,,10.3390/e21040389
Al0.3CoCrCu0.3FeNi,0.065217391,0.217391304,0.217391304,0.217391304,0.217391304,0.065217391,0,0,0,0,0,0,0,0,1100,360,,,WQ,CW,FCC,FCC_SS,,,10.3390/e20120967
Al0.3CoCrCu0.3FeNi,0.065217391,0.217391304,0.217391304,0.217391304,0.217391304,0.065217391,0,0,0,0,0,0,0,0,1100,360,900,300,WQ,CW,FCC,FCC_SS,,,10.3390/e20120967
CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,900,120,,,FCC,FCC_SS,,,10.1016/j.ijplas.2019.07.017
CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,900,120,,,FCC,FCC_SS,,,10.1016/j.ijplas.2019.07.017
CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,900,120,,,FCC,FCC_SS,,,10.1016/j.ijplas.2019.07.017
CrCoFeNiMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,2880,900,120,,,FCC,FCC_SS,,,10.1016/j.ijplas.2019.07.017
TiZrHfCr0.2Mo,0,0,0.047619048,0,0,0,0,0.238095238,0,0,0.238095238,0.238095238,0.238095238,0,,,,,,,BCC,BCC_SS,,,10.1016/j.msec.2019.110322
Cr26Mn20Fe20Co20Ni14,0,0.2,0.26,0.2,0.14,0,0.2,0,0,0,0,0,0,0,,,1000,480,,,FCC,FCC_SS,,,10.1016/j.mtla.2019.100485
Ti1.89CrNbV0.56,0,0,0.224719101,0,0,0,0,0.424719101,0.125842697,0.224719101,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matchar.2019.109980
Ti1.89CrNbV0.56,0,0,0.224719101,0,0,0,0,0.424719101,0.125842697,0.224719101,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.matchar.2019.109980
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.1016/j.matlet.2019.07.027
HfNbTaTiZrW,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2019.06.138
HfNbTaTiZrMoW,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2019.06.138
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1007/s12598-016-0860-y
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,450,10,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1007/s12598-016-0860-y
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,650,10,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1007/s12598-016-0860-y
Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,,,850,10,WQ,,FCC + BCC,FCC_PLUS_BCC,,,10.1007/s12598-016-0860-y
Ni46Co22Al12Cr8Fe8Ti3Mo1,0.12,0.22,0.08,0.08,0.46,0,0,0.03,0,0,0.01,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.matchemphys.2019.121749
Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.scriptamat.2017.12.001
Ni45(FeCoCr)40(AlTi)15,0.075,0.133333333,0.133333333,0.133333333,0.45,0,0,0.075,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.scriptamat.2017.12.001
Ti2ZrHf0.5V,0,0,0,0,0,0,0,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0,,,,,,,BCC,BCC_SS,,,10.1007/s40195-019-00921-3
Ti2ZrHf0.5VNb0.25,0,0,0,0,0,0,0,0.421052632,0.210526316,0.052631579,0,0.210526316,0.105263158,0,,,,,,,BCC,BCC_SS,,,10.1007/s40195-019-00921-3
Ti2ZrHf0.5VNb0.5,0,0,0,0,0,0,0,0.5,0,0.125,0,0.25,0.125,0,,,,,,,BCC,BCC_SS,,,10.1007/s40195-019-00921-3
Ti2ZrHf0.5VNb0.75,0,0,0,0,0,0,0,0.380952381,0.19047619,0.142857143,0,0.19047619,0.095238095,0,,,,,,,BCC,BCC_SS,,,10.1007/s40195-019-00921-3
Ti2ZrHf0.5VNb,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0,0.181818182,0.090909091,0,,,,,,,BCC,BCC_SS,,,10.1007/s40195-019-00921-3
ZrTiHfCuNiFe,0,0,0,0.166666667,0.166666667,0.166666667,0,0.166666667,0,0,0,0.166666667,0.166666667,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2019.106515
AlCrFeCoNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2019.106515
AlCoCrCuFeNi,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2019.106515
AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,1250,120,1200,0,,,FCC + BCC + Im,Im,,,10.1016/j.msea.2019.05.058
FeCoNiCrMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,600,800,60,,,FCC,FCC_SS,,,10.1016/j.jallcom.2019.04.035
HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,,,,,,,BCC,BCC_SS,,,10.3390/met9050485
CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,1200,60,,,WQ,,FCC,FCC_SS,,,10.3390/e21090833
CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,1200,60,600,72,WQ,,FCC,FCC_SS,,,10.3390/e21090833
CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,1200,60,700,72,WQ,,FCC,FCC_SS,,,10.3390/e21090833
CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,1200,60,800,72,WQ,,FCC,FCC_SS,,,10.3390/e21090833
CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,1200,60,900,72,WQ,,FCC + Im,Im,,,10.3390/e21090833
CoCrFeNiMo0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0,0,0,0.047619048,0,0,0,1200,60,1000,72,WQ,,FCC + Im,Im,,,10.3390/e21090833
Ti40Zr10Ni40Co5Cu5,0,0.05,0,0,0.4,0.05,0,0.4,0,0,0,0.1,0,0,900,1440,950,720,FC,,BCC + Im,Im,,,10.1007/s12540-019-00383-3
Ti30Zr20Ni30Co10Cu10,0,0.1,0,0,0.3,0.1,0,0.3,0,0,0,0.2,0,0,900,1440,950,720,FC,,BCC + Im,Im,,,10.1007/s12540-019-00383-3
Ti25Zr25Ni16.67Co16.67Cu16.67,0,0.166666667,0,0,0.166666667,0.166666667,0,0.25,0,0,0,0.25,0,0,900,1440,950,720,FC,,BCC + Im,Im,,,10.1007/s12540-019-00383-3
Ti30Zr10Hf10Ni30Co10Cu10,0,0.142857143,0,0,0.285714286,0.095238095,0,0.285714286,0,0,0,0.095238095,0.095238095,0,900,1440,950,720,FC,,BCC + Im,Im,,,10.1007/s12540-019-00383-3
Ti20Zr15Hf15Ni20Co15Cu15,0,0.15,0,0,0.2,0.15,0,0.2,0,0,0,0.15,0.15,0,900,1440,950,720,FC,,BCC + Im,Im,,,10.1007/s12540-019-00383-3
CoCuHfNiTiZr,0,0.166666667,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0.166666667,0.166666667,0,900,1440,950,720,FC,,BCC + Im,Im,,,10.1007/s12540-019-00383-3
CrFeMnV,0,0,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.jmst.2018.02.026
CrMn0.3FeVCu0.06,0,0,0.297619048,0.297619048,0,0.017857143,0.089285714,0,0.297619048,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.jmst.2018.02.026
CrMn0.5FeVCu0.10,0,0,0.277777778,0.277777778,0,0.027777778,0.138888889,0,0.277777778,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.jmst.2018.02.026
CrMn0.7FeVCu0.14,0,0,0.260416667,0.260416667,0,0.036458333,0.182291667,0,0.260416667,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.jmst.2018.02.026
CrMnFeVCu0.20,0,0,0.238095238,0.238095238,0,0.047619048,0.238095238,0,0.238095238,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.jmst.2018.02.026
NbMoTaWVTi,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.3390/ma11050669
CoCrCuFeNi,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)96Nb4,0,0.193548387,0.193548387,0.193548387,0.193548387,0.193548387,0,0,0,0.032258065,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)92Nb8,0,0.18699187,0.18699187,0.18699187,0.18699187,0.18699187,0,0,0,0.06504065,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)88Nb12,0,0.180327869,0.180327869,0.180327869,0.180327869,0.180327869,0,0,0,0.098360656,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jmst.2017.11.007
 (CoCrCuFeNi)84Nb16,0,0.173553719,0.173553719,0.173553719,0.173553719,0.173553719,0,0,0,0.132231405,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jmst.2017.11.007
Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,0,0.776355217,0.161263961,0,0,0,0.013620267,0,0,0,0.016889131,0,0,0,1200,,,,,,FCC,FCC_SS,,,10.1016/j.jmbbm.2018.10.038
Co28.2Cr5.92Mo0.62Mn0.50Si0.13N0.04C,0,0.776355217,0.161263961,0,0,0,0.013620267,0,0,0,0.016889131,0,0,0,,,1200,15,WQ,,FCC,FCC_SS,,,10.1016/j.jmbbm.2018.10.038
Co–33Cr–9W–0.35N–0.01C,0,0.5764,0.33,0,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.06C,0,0.5759,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.1C,0,0.5755,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.25C,0,0.574,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.31C,0,0.5734,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.01C,0,0.5764,0.33,0,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.06C,0,0.5759,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.1C,0,0.5755,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
Co–33Cr–9W–0.35N–0.25C,0,0.574,0.33,0.09,0,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actbio.2015.12.011
